Sample name,title,source name,organism,characteristics: age,characteristics: developmental stage,characteristics: sex,molecule,description,processed data file ,raw file,BioSample,Instrument Model
D5_384Bulk_Plate3_S77,Tabula Muris Senis (bulk RNA seq),SCAT_15,Mus musculus C57/BL6,1,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127294,SAMN11854790,Illumina NovaSeq 6000
D6_384Bulk_Plate1_S78,Tabula Muris Senis (bulk RNA seq),Lung_2,Mus musculus C57/BL6,21,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127295,SAMN11854791,Illumina NovaSeq 6000
D6_384Bulk_Plate2_S78,Tabula Muris Senis (bulk RNA seq),Bone_12,Mus musculus C57/BL6,1,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127296,SAMN11854792,Illumina NovaSeq 6000
D6_384Bulk_Plate3_S78,Tabula Muris Senis (bulk RNA seq),Liver_11,Mus musculus C57/BL6,15,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127297,SAMN11854793,Illumina NovaSeq 6000
D7_384Bulk_Plate1_S79,Tabula Muris Senis (bulk RNA seq),Marrow_24,Mus musculus C57/BL6,6,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127425,SAMN11854794,Illumina NovaSeq 6000
D7_384Bulk_Plate2_S79,Tabula Muris Senis (bulk RNA seq),Spleen_46,Mus musculus C57/BL6,15,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127426,SAMN11854795,Illumina NovaSeq 6000
D7_384Bulk_Plate3_S79,Tabula Muris Senis (bulk RNA seq),Marrow_15,Mus musculus C57/BL6,1,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127589,SAMN11854796,Illumina NovaSeq 6000
D8_384Bulk_Plate1_S80,Tabula Muris Senis (bulk RNA seq),Heart_56,Mus musculus C57/BL6,6,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127588,SAMN11854797,Illumina NovaSeq 6000
D8_384Bulk_Plate2_S80,Tabula Muris Senis (bulk RNA seq),Marrow_25,Mus musculus C57/BL6,18,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127587,SAMN11854798,Illumina NovaSeq 6000
D8_384Bulk_Plate3_S80,Tabula Muris Senis (bulk RNA seq),Small_Intestine_44,Mus musculus C57/BL6,21,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127586,SAMN11854799,Illumina NovaSeq 6000
D9_384Bulk_Plate1_S81,Tabula Muris Senis (bulk RNA seq),Small_Intestine_3,Mus musculus C57/BL6,9,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127593,SAMN11854800,Illumina NovaSeq 6000
D9_384Bulk_Plate2_S81,Tabula Muris Senis (bulk RNA seq),Skin_36,Mus musculus C57/BL6,21,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127592,SAMN11854801,Illumina NovaSeq 6000
D9_384Bulk_Plate3_S81,Tabula Muris Senis (bulk RNA seq),BAT_51,Mus musculus C57/BL6,21,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127591,SAMN11854802,Illumina NovaSeq 6000
E1_384Bulk_Plate1_S97,Tabula Muris Senis (bulk RNA seq),SCAT_38,Mus musculus C57/BL6,1,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127590,SAMN11854803,Illumina NovaSeq 6000
E1_384Bulk_Plate2_S97,Tabula Muris Senis (bulk RNA seq),GAT_12,Mus musculus C57/BL6,6,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127595,SAMN11854804,Illumina NovaSeq 6000
E1_384Bulk_Plate3_S97,Tabula Muris Senis (bulk RNA seq),Kidney_17,Mus musculus C57/BL6,1,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127594,SAMN11854805,Illumina NovaSeq 6000
E10_384Bulk_Plate1_S106,Tabula Muris Senis (bulk RNA seq),BAT_13,Mus musculus C57/BL6,6,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126739,SAMN11854806,Illumina NovaSeq 6000
E10_384Bulk_Plate2_S106,Tabula Muris Senis (bulk RNA seq),Small_Intestine_49,Mus musculus C57/BL6,21,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126740,SAMN11854807,Illumina NovaSeq 6000
E10_384Bulk_Plate3_S106,Tabula Muris Senis (bulk RNA seq),MAT_23,Mus musculus C57/BL6,12,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126737,SAMN11854808,Illumina NovaSeq 6000
E11_384Bulk_Plate1_S107,Tabula Muris Senis (bulk RNA seq),Limb_Muscle_54,Mus musculus C57/BL6,6,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126738,SAMN11854809,Illumina NovaSeq 6000
E11_384Bulk_Plate2_S107,Tabula Muris Senis (bulk RNA seq),Small_Intestine_5,Mus musculus C57/BL6,27,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126743,SAMN11854810,Illumina NovaSeq 6000
E11_384Bulk_Plate3_S107,Tabula Muris Senis (bulk RNA seq),SCAT_26,Mus musculus C57/BL6,6,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126744,SAMN11854811,Illumina NovaSeq 6000
E12_384Bulk_Plate1_S108,Tabula Muris Senis (bulk RNA seq),Small_Intestine_32,Mus musculus C57/BL6,15,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127447,SAMN11854812,Illumina NovaSeq 6000
E12_384Bulk_Plate2_S108,Tabula Muris Senis (bulk RNA seq),Skin_3,Mus musculus C57/BL6,15,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126742,SAMN11854813,Illumina NovaSeq 6000
E12_384Bulk_Plate3_S108,Tabula Muris Senis (bulk RNA seq),Small_Intestine_42,Mus musculus C57/BL6,24,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126775,SAMN11854814,Illumina NovaSeq 6000
E13_384Bulk_Plate1_S109,Tabula Muris Senis (bulk RNA seq),SCAT_44,Mus musculus C57/BL6,15,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126777,SAMN11854815,Illumina NovaSeq 6000
E13_384Bulk_Plate2_S109,Tabula Muris Senis (bulk RNA seq),MAT_12,Mus musculus C57/BL6,3,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127097,SAMN11854816,Illumina NovaSeq 6000
E13_384Bulk_Plate3_S109,Tabula Muris Senis (bulk RNA seq),Spleen_43,Mus musculus C57/BL6,18,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127435,SAMN11854817,Illumina NovaSeq 6000
E14_384Bulk_Plate1_S110,Tabula Muris Senis (bulk RNA seq),MAT_48,Mus musculus C57/BL6,12,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127438,SAMN11854818,Illumina NovaSeq 6000
E14_384Bulk_Plate2_S110,Tabula Muris Senis (bulk RNA seq),Brain_30,Mus musculus C57/BL6,21,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127437,SAMN11854819,Illumina NovaSeq 6000
E14_384Bulk_Plate3_S110,Tabula Muris Senis (bulk RNA seq),NA3,Mus musculus C57/BL6,NA3,months postnatal,missing,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127440,SAMN11854820,Illumina NovaSeq 6000
E15_384Bulk_Plate1_S111,Tabula Muris Senis (bulk RNA seq),Kidney_55,Mus musculus C57/BL6,12,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127439,SAMN11854821,Illumina NovaSeq 6000
E15_384Bulk_Plate2_S111,Tabula Muris Senis (bulk RNA seq),MAT_18,Mus musculus C57/BL6,6,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127442,SAMN11854822,Illumina NovaSeq 6000
E16_384Bulk_Plate1_S112,Tabula Muris Senis (bulk RNA seq),MAT_10,Mus musculus C57/BL6,6,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127441,SAMN11854823,Illumina NovaSeq 6000
E16_384Bulk_Plate2_S112,Tabula Muris Senis (bulk RNA seq),Brain_35,Mus musculus C57/BL6,3,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127444,SAMN11854824,Illumina NovaSeq 6000
E17_384Bulk_Plate1_S113,Tabula Muris Senis (bulk RNA seq),Spleen_28,Mus musculus C57/BL6,6,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127458,SAMN11854825,Illumina NovaSeq 6000
E17_384Bulk_Plate2_S113,Tabula Muris Senis (bulk RNA seq),Spleen_49,Mus musculus C57/BL6,21,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127465,SAMN11854826,Illumina NovaSeq 6000
E18_384Bulk_Plate1_S114,Tabula Muris Senis (bulk RNA seq),SCAT_25,Mus musculus C57/BL6,6,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127466,SAMN11854827,Illumina NovaSeq 6000
E18_384Bulk_Plate2_S114,Tabula Muris Senis (bulk RNA seq),GAT_52,Mus musculus C57/BL6,27,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127467,SAMN11854828,Illumina NovaSeq 6000
E19_384Bulk_Plate1_S115,Tabula Muris Senis (bulk RNA seq),Marrow_26,Mus musculus C57/BL6,3,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127468,SAMN11854829,Illumina NovaSeq 6000
E19_384Bulk_Plate2_S115,Tabula Muris Senis (bulk RNA seq),WBC_5,Mus musculus C57/BL6,21,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127469,SAMN11854830,Illumina NovaSeq 6000
E2_384Bulk_Plate1_S98,Tabula Muris Senis (bulk RNA seq),Bone_56,Mus musculus C57/BL6,9,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127470,SAMN11854831,Illumina NovaSeq 6000
E2_384Bulk_Plate2_S98,Tabula Muris Senis (bulk RNA seq),Lung_24,Mus musculus C57/BL6,27,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127471,SAMN11854832,Illumina NovaSeq 6000
E2_384Bulk_Plate3_S98,Tabula Muris Senis (bulk RNA seq),Spleen_3,Mus musculus C57/BL6,24,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127472,SAMN11854833,Illumina NovaSeq 6000
E20_384Bulk_Plate1_S116,Tabula Muris Senis (bulk RNA seq),Brain_43,Mus musculus C57/BL6,21,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127462,SAMN11854834,Illumina NovaSeq 6000
E20_384Bulk_Plate2_S116,Tabula Muris Senis (bulk RNA seq),MAT_51,Mus musculus C57/BL6,15,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127463,SAMN11854835,Illumina NovaSeq 6000
E21_384Bulk_Plate1_S117,Tabula Muris Senis (bulk RNA seq),Lung_31,Mus musculus C57/BL6,15,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126844,SAMN11854836,Illumina NovaSeq 6000
E21_384Bulk_Plate2_S117,Tabula Muris Senis (bulk RNA seq),BAT_26,Mus musculus C57/BL6,6,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126843,SAMN11854837,Illumina NovaSeq 6000
E22_384Bulk_Plate1_S118,Tabula Muris Senis (bulk RNA seq),WBC_28,Mus musculus C57/BL6,12,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126973,SAMN11854838,Illumina NovaSeq 6000
E22_384Bulk_Plate2_S118,Tabula Muris Senis (bulk RNA seq),WBC_46,Mus musculus C57/BL6,6,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126972,SAMN11854839,Illumina NovaSeq 6000
E23_384Bulk_Plate1_S119,Tabula Muris Senis (bulk RNA seq),MAT_27,Mus musculus C57/BL6,1,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126971,SAMN11854840,Illumina NovaSeq 6000
E23_384Bulk_Plate2_S119,Tabula Muris Senis (bulk RNA seq),MAT_19,Mus musculus C57/BL6,21,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126970,SAMN11854841,Illumina NovaSeq 6000
E3_384Bulk_Plate1_S99,Tabula Muris Senis (bulk RNA seq),Lung_48,Mus musculus C57/BL6,15,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126969,SAMN11854842,Illumina NovaSeq 6000
E3_384Bulk_Plate2_S99,Tabula Muris Senis (bulk RNA seq),GAT_16,Mus musculus C57/BL6,3,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126968,SAMN11854843,Illumina NovaSeq 6000
E3_384Bulk_Plate3_S99,Tabula Muris Senis (bulk RNA seq),Bone_21,Mus musculus C57/BL6,24,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126859,SAMN11854844,Illumina NovaSeq 6000
E4_384Bulk_Plate1_S100,Tabula Muris Senis (bulk RNA seq),Limb_Muscle_15,Mus musculus C57/BL6,3,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126858,SAMN11854845,Illumina NovaSeq 6000
E4_384Bulk_Plate2_S100,Tabula Muris Senis (bulk RNA seq),Marrow_7,Mus musculus C57/BL6,21,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126825,SAMN11854846,Illumina NovaSeq 6000
E4_384Bulk_Plate3_S100,Tabula Muris Senis (bulk RNA seq),Marrow_3,Mus musculus C57/BL6,9,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126826,SAMN11854847,Illumina NovaSeq 6000
E5_384Bulk_Plate1_S101,Tabula Muris Senis (bulk RNA seq),Limb_Muscle_8,Mus musculus C57/BL6,21,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126823,SAMN11854848,Illumina NovaSeq 6000
E5_384Bulk_Plate2_S101,Tabula Muris Senis (bulk RNA seq),Small_Intestine_23,Mus musculus C57/BL6,15,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126824,SAMN11854849,Illumina NovaSeq 6000
E5_384Bulk_Plate3_S101,Tabula Muris Senis (bulk RNA seq),Spleen_55,Mus musculus C57/BL6,9,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126725,SAMN11854850,Illumina NovaSeq 6000
E6_384Bulk_Plate1_S102,Tabula Muris Senis (bulk RNA seq),BAT_50,Mus musculus C57/BL6,3,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126726,SAMN11854851,Illumina NovaSeq 6000
E6_384Bulk_Plate2_S102,Tabula Muris Senis (bulk RNA seq),Lung_50,Mus musculus C57/BL6,24,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126723,SAMN11854852,Illumina NovaSeq 6000
E6_384Bulk_Plate3_S102,Tabula Muris Senis (bulk RNA seq),BAT_33,Mus musculus C57/BL6,12,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126724,SAMN11854853,Illumina NovaSeq 6000
E7_384Bulk_Plate1_S103,Tabula Muris Senis (bulk RNA seq),MAT_8,Mus musculus C57/BL6,3,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126829,SAMN11854854,Illumina NovaSeq 6000
E7_384Bulk_Plate2_S103,Tabula Muris Senis (bulk RNA seq),BAT_16,Mus musculus C57/BL6,3,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126830,SAMN11854855,Illumina NovaSeq 6000
E7_384Bulk_Plate3_S103,Tabula Muris Senis (bulk RNA seq),Small_Intestine_18,Mus musculus C57/BL6,24,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127220,SAMN11854856,Illumina NovaSeq 6000
E8_384Bulk_Plate1_S104,Tabula Muris Senis (bulk RNA seq),Marrow_27,Mus musculus C57/BL6,15,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127219,SAMN11854857,Illumina NovaSeq 6000
E8_384Bulk_Plate2_S104,Tabula Muris Senis (bulk RNA seq),Lung_52,Mus musculus C57/BL6,18,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127222,SAMN11854858,Illumina NovaSeq 6000
E8_384Bulk_Plate3_S104,Tabula Muris Senis (bulk RNA seq),SCAT_14,Mus musculus C57/BL6,21,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127221,SAMN11854859,Illumina NovaSeq 6000
E9_384Bulk_Plate1_S105,Tabula Muris Senis (bulk RNA seq),GAT_41,Mus musculus C57/BL6,15,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127216,SAMN11854860,Illumina NovaSeq 6000
E9_384Bulk_Plate2_S105,Tabula Muris Senis (bulk RNA seq),Skin_29,Mus musculus C57/BL6,9,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127215,SAMN11854861,Illumina NovaSeq 6000
E9_384Bulk_Plate3_S105,Tabula Muris Senis (bulk RNA seq),Brain_14,Mus musculus C57/BL6,12,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127218,SAMN11854862,Illumina NovaSeq 6000
F1_384Bulk_Plate1_S121,Tabula Muris Senis (bulk RNA seq),Skin_11,Mus musculus C57/BL6,18,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126933,SAMN11854863,Illumina NovaSeq 6000
F1_384Bulk_Plate2_S121,Tabula Muris Senis (bulk RNA seq),Bone_37,Mus musculus C57/BL6,21,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127227,SAMN11854864,Illumina NovaSeq 6000
F1_384Bulk_Plate3_S121,Tabula Muris Senis (bulk RNA seq),Small_Intestine_47,Mus musculus C57/BL6,12,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127226,SAMN11854865,Illumina NovaSeq 6000
F10_384Bulk_Plate1_S130,Tabula Muris Senis (bulk RNA seq),Pancreas_16,Mus musculus C57/BL6,9,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126703,SAMN11854866,Illumina NovaSeq 6000
F10_384Bulk_Plate2_S130,Tabula Muris Senis (bulk RNA seq),MAT_3,Mus musculus C57/BL6,27,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126702,SAMN11854867,Illumina NovaSeq 6000
F10_384Bulk_Plate3_S130,Tabula Muris Senis (bulk RNA seq),Lung_15,Mus musculus C57/BL6,21,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126701,SAMN11854868,Illumina NovaSeq 6000
F11_384Bulk_Plate1_S131,Tabula Muris Senis (bulk RNA seq),Heart_44,Mus musculus C57/BL6,27,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126700,SAMN11854869,Illumina NovaSeq 6000
F11_384Bulk_Plate2_S131,Tabula Muris Senis (bulk RNA seq),Brain_34,Mus musculus C57/BL6,3,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126699,SAMN11854870,Illumina NovaSeq 6000
F11_384Bulk_Plate3_S131,Tabula Muris Senis (bulk RNA seq),Marrow_36,Mus musculus C57/BL6,12,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126698,SAMN11854871,Illumina NovaSeq 6000
F12_384Bulk_Plate1_S132,Tabula Muris Senis (bulk RNA seq),Lung_20,Mus musculus C57/BL6,15,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126697,SAMN11854872,Illumina NovaSeq 6000
F12_384Bulk_Plate2_S132,Tabula Muris Senis (bulk RNA seq),Kidney_40,Mus musculus C57/BL6,12,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126696,SAMN11854873,Illumina NovaSeq 6000
F12_384Bulk_Plate3_S132,Tabula Muris Senis (bulk RNA seq),Kidney_43,Mus musculus C57/BL6,18,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126706,SAMN11854874,Illumina NovaSeq 6000
F13_384Bulk_Plate1_S133,Tabula Muris Senis (bulk RNA seq),Kidney_21,Mus musculus C57/BL6,15,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126705,SAMN11854875,Illumina NovaSeq 6000
F13_384Bulk_Plate2_S133,Tabula Muris Senis (bulk RNA seq),SCAT_23,Mus musculus C57/BL6,15,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127443,SAMN11854876,Illumina NovaSeq 6000
F13_384Bulk_Plate3_S133,Tabula Muris Senis (bulk RNA seq),Small_Intestine_9,Mus musculus C57/BL6,12,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126732,SAMN11854877,Illumina NovaSeq 6000
F14_384Bulk_Plate1_S134,Tabula Muris Senis (bulk RNA seq),Marrow_40,Mus musculus C57/BL6,21,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127445,SAMN11854878,Illumina NovaSeq 6000
F14_384Bulk_Plate2_S134,Tabula Muris Senis (bulk RNA seq),BAT_18,Mus musculus C57/BL6,9,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127446,SAMN11854879,Illumina NovaSeq 6000
F14_384Bulk_Plate3_S134,Tabula Muris Senis (bulk RNA seq),NA4,Mus musculus C57/BL6,NA4,months postnatal,missing,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126736,SAMN11854880,Illumina NovaSeq 6000
F15_384Bulk_Plate1_S135,Tabula Muris Senis (bulk RNA seq),Marrow_47,Mus musculus C57/BL6,1,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127448,SAMN11854881,Illumina NovaSeq 6000
F15_384Bulk_Plate2_S135,Tabula Muris Senis (bulk RNA seq),BAT_21,Mus musculus C57/BL6,24,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127449,SAMN11854882,Illumina NovaSeq 6000
F16_384Bulk_Plate1_S136,Tabula Muris Senis (bulk RNA seq),SCAT_45,Mus musculus C57/BL6,21,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126759,SAMN11854883,Illumina NovaSeq 6000
F16_384Bulk_Plate2_S136,Tabula Muris Senis (bulk RNA seq),WBC_25,Mus musculus C57/BL6,15,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127310,SAMN11854884,Illumina NovaSeq 6000
F17_384Bulk_Plate1_S137,Tabula Muris Senis (bulk RNA seq),Liver_28,Mus musculus C57/BL6,3,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127436,SAMN11854885,Illumina NovaSeq 6000
